iter	Logloss
188	0.2609971809
189	0.2607521157
190	0.2605592459
191	0.2602171755
192	0.2599887801
193	0.2598103391
194	0.2595951312
195	0.2593839938
196	0.2590478896
197	0.2588642707
198	0.2585239737
199	0.2582456952
200	0.2580154347
201	0.2578078394
202	0.2573504155
203	0.2572178197
204	0.2567123006
205	0.2565458072
206	0.2563618696
207	0.2561752348
208	0.2560160825
209	0.2557889665
210	0.2554698451
211	0.2552206802
212	0.254985529
213	0.2548390197
214	0.2543559107
215	0.2542111682
216	0.2540322011
217	0.2538766218
218	0.2536613375
219	0.2535142633
220	0.2532655557
221	0.2531272472
222	0.2529814628
223	0.2528585978
224	0.252717225
225	0.2525727643
226	0.2523673232
227	0.2522456225
228	0.2517199431
229	0.2515725442
230	0.2513345633
231	0.2511477924
232	0.2508828835
233	0.250712059
234	0.2505403505
235	0.2503329325
236	0.2501951559
237	0.2500667036
238	0.2498858046
239	0.2496783891
240	0.2494870557
241	0.2492075699
242	0.2489701282
243	0.2488251922
244	0.2485730468
245	0.2483884826
246	0.24824382
247	0.2480458796
248	0.2477441549
249	0.2475403724
250	0.2474009696
251	0.2472772808
252	0.2470732955
253	0.2469050756
254	0.2467209905
255	0.2464790274
256	0.2463370758
257	0.2461095703
258	0.245919909
259	0.2455326687
260	0.2453017773
261	0.2448193733
262	0.2446124246
263	0.2443737901
264	0.2441822183
265	0.2439801696
266	0.2438358079
267	0.2432928089
268	0.2431039231
269	0.2429284126
270	0.2427140108
271	0.2424876223
272	0.2423309261
273	0.2421889539
274	0.2420184573
275	0.2418434293
276	0.2416479604
277	0.2414550101
278	0.2412566435
279	0.2411068021
280	0.2408341982
281	0.2406321548
282	0.240404036
283	0.2398991069
284	0.2395145448
285	0.2393554097
286	0.2388852675
287	0.2386903498
288	0.2384956526
289	0.2383623454
290	0.2382231164
291	0.2378882677
292	0.2377689576
293	0.2375793429
294	0.2374478298
295	0.2373234211
296	0.2371421448
297	0.2368973761
298	0.2367387737
299	0.236597569
300	0.2363792013
301	0.2361225384
302	0.2359180062
303	0.2358072307
304	0.235552891
305	0.2353389251
306	0.2352017706
307	0.2349970298
308	0.2347919777
309	0.2343631424
310	0.2341343575
311	0.2339558658
312	0.2338237371
313	0.2336805149
314	0.2335414379
315	0.2334107658
316	0.2332346257
317	0.2328405417
318	0.2326312629
319	0.2324473816
320	0.2323074274
321	0.2321134008
322	0.2320028572
323	0.2318331723
324	0.2314610127
325	0.2313132419
326	0.2311779011
327	0.2310274572
328	0.2308990292
329	0.2307032574
330	0.2304814755
331	0.2303697023
332	0.2301287445
333	0.2298960779
334	0.2297484205
335	0.2294738196
336	0.2292453011
337	0.2290695557
338	0.2289323249
339	0.228740486
340	0.2285902051
341	0.2283638703
342	0.2281961449
343	0.228052129
344	0.2278890222
345	0.2277022904
346	0.2275152392
347	0.2273878059
348	0.2272309453
349	0.227088996
350	0.2268754528
351	0.2267317124
352	0.2264477755
353	0.22623847
354	0.225846076
355	0.2257044877
356	0.2255238307
357	0.225351238
358	0.2252090824
359	0.2250288119
360	0.2248170941
361	0.2246624533
362	0.2245627319
363	0.2243326289
364	0.2241270877
365	0.2240216392
366	0.2238761735
367	0.2237753988
368	0.2235997253
369	0.2233235387
370	0.223173488
371	0.2230160519
372	0.222825023
373	0.2226465336
374	0.2224768325
375	0.2222824273
376	0.2219030102
377	0.2217254115
378	0.2215909466
379	0.2213709157
380	0.2211763888
381	0.2210084454
382	0.220822799
383	0.2206319986
384	0.2204782587
385	0.2203304302
386	0.2201765747
387	0.2199999382
388	0.2197501035
389	0.2195647867
390	0.2194129908
391	0.2192433694
392	0.2191110557
393	0.2189100878
394	0.2187653646
395	0.2185771052
396	0.2183492394
397	0.2182272354
398	0.2180307873
399	0.2178785163
400	0.2176916084
401	0.2175166572
402	0.217385694
403	0.2172469579
404	0.2170406508
405	0.2168721073
406	0.2167074549
407	0.2165205708
408	0.2163594019
409	0.2162152107
410	0.2161233038
411	0.215963339
412	0.2157164284
413	0.2155557207
414	0.2153150941
415	0.2151019526
416	0.2147570532
417	0.2145351871
418	0.2143333543
419	0.214136464
420	0.213914306
421	0.2137270769
422	0.2135033187
423	0.2132763244
424	0.2131226369
425	0.2129081141
426	0.212772298
427	0.2126012564
428	0.2124112944
429	0.212043824
430	0.2118784802
431	0.2117243567
432	0.2115971995
433	0.2114292298
434	0.2112341706
435	0.2111183973
436	0.2109286278
437	0.2107307779
438	0.2106378585
439	0.2103736277
440	0.2101884876
441	0.2100204263
442	0.2098179912
443	0.2096920488
444	0.2095690772
445	0.2094641196
446	0.2092314107
447	0.2090805807
448	0.2089187606
449	0.2087977403
450	0.2086747455
451	0.2085254185
452	0.2083718568
453	0.2082310233
454	0.2080975647
455	0.2079351372
456	0.207735302
457	0.2075664379
458	0.2074384885
459	0.2072324545
460	0.2071068351
461	0.2069513349
462	0.2067630163
463	0.2066498047
464	0.2064833833
465	0.2062507922
466	0.2060798311
467	0.2058495527
468	0.2057430238
469	0.2056316446
470	0.2055296505
471	0.2054270866
472	0.205214022
473	0.204831436
474	0.2046863928
475	0.2044988248
476	0.2043406922
477	0.204157054
478	0.204024908
479	0.2038544103
480	0.2037013194
481	0.2035737511
482	0.203423869
483	0.2032694897
484	0.2030563256
485	0.2026861434
486	0.202508152
487	0.2023238361
488	0.2022313874
489	0.2020688261
490	0.2019446594
491	0.2017929106
492	0.2016646494
493	0.2015520173
494	0.2013935713
495	0.2012201276
496	0.2010697927
497	0.2009245646
498	0.2008498108
499	0.2007528022
500	0.2005706877
501	0.2003841663
502	0.2002217441
503	0.2000288438
504	0.199916778
505	0.1996634169
506	0.199421418
507	0.1993108202
508	0.1991571912
509	0.1989854525
510	0.1988686261
511	0.1987152065
512	0.1985322055
513	0.1983719653
514	0.1981929751
515	0.198091143
516	0.1977696138
517	0.1976135088
518	0.197437153
519	0.1972972986
520	0.1971600075
521	0.1970065238
522	0.1968736405
523	0.1966846357
524	0.1965192131
525	0.1963667871
526	0.1962082501
527	0.1960687155
528	0.1959327618
529	0.1958303536
530	0.1957179883
531	0.1955263487
532	0.1953763206
533	0.1952054874
534	0.1949934861
535	0.1948159147
536	0.1946972977
537	0.1945594568
538	0.1944481963
539	0.1943187309
540	0.1941964825
541	0.1941046243
542	0.1939356251
543	0.1937989005
544	0.1936061721
545	0.1934905019
546	0.1933215432
547	0.1931547803
548	0.1929657442
549	0.1928511608
550	0.1925299773
551	0.1923504127
552	0.1922092118
553	0.1920556335
554	0.1918905606
555	0.1917955042
556	0.1916386612
557	0.1915248988
558	0.1913782237
559	0.1912556259
560	0.1910998675
561	0.1910079414
562	0.1908289164
563	0.1906943394
564	0.1905857632
565	0.1904701087
566	0.1903159271
567	0.190173421
568	0.1900734339
569	0.189969611
570	0.1898264917
571	0.1897101604
572	0.1895620944
573	0.1894439294
574	0.1892250996
575	0.1890624984
576	0.1889434467
577	0.188776015
578	0.1886336769
579	0.1884502736
580	0.1883174481
581	0.1881997618
582	0.1880678708
583	0.187913051
584	0.1877897502
585	0.1876262549
586	0.1875078281
587	0.1873722639
588	0.1872379029
589	0.1870333725
590	0.1869482914
591	0.1868398644
592	0.1867090737
593	0.1865242013
594	0.1864215483
595	0.186262936
596	0.1861187789
597	0.1860261672
598	0.1858940081
599	0.1857002692
600	0.1854427008
601	0.1852977769
602	0.1851205437
603	0.1849246935
604	0.1847500809
605	0.1845620239
606	0.1844275509
607	0.1842173871
608	0.1840259395
609	0.1838429518
610	0.1837166877
611	0.1836127246
612	0.1834357092
613	0.1832612099
614	0.1831407123
615	0.1829948649
616	0.1828101217
617	0.182726378
618	0.1826113749
619	0.1824839863
620	0.1823229833
621	0.1821707136
622	0.1820630617
623	0.1818478256
624	0.1817223296
625	0.1816063631
626	0.1814729122
627	0.1813423329
628	0.1812003517
629	0.1810578652
630	0.1809779143
631	0.1808476398
632	0.180758478
633	0.1806603956
634	0.1804932115
635	0.1803947885
636	0.180273755
637	0.1801208929
638	0.1799439396
639	0.1797609663
640	0.1796625554
641	0.1795316969
642	0.1793971823
643	0.1792859133
644	0.1791230246
645	0.1790282043
646	0.1788868147
647	0.1788192605
648	0.1786796563
649	0.1785518004
650	0.1784265016
651	0.1783092143
652	0.1781562095
653	0.1780427529
654	0.1778695139
655	0.1777227392
656	0.1775760642
657	0.1774402641
658	0.1772804935
659	0.1771293771
660	0.176939703
661	0.1767698194
662	0.176615241
663	0.1764558681
664	0.1763455766
665	0.1762150551
666	0.1760657486
667	0.1759195224
668	0.1758198315
669	0.1757047968
670	0.1755605381
671	0.1754001633
672	0.1751768301
673	0.1748697998
674	0.1747546368
675	0.1746623558
676	0.1745860637
677	0.1745018235
678	0.1743229311
679	0.174195364
680	0.1740690772
681	0.1739169946
682	0.1737619369
683	0.1736073561
684	0.1734971544
685	0.1733955817
686	0.173233889
687	0.1731052617
688	0.1729149639
689	0.1727332682
690	0.1726398323
691	0.1724926075
692	0.1723917127
693	0.1722812985
694	0.1721606381
695	0.1720286115
696	0.1718464827
697	0.1717277682
698	0.1716343567
699	0.1715086715
700	0.1714237493
701	0.171304808
702	0.1712095766
703	0.1710077979
704	0.170867043
705	0.1707232959
706	0.1705806635
707	0.1704465116
708	0.1702898395
709	0.1701698691
710	0.1699912608
711	0.1698645012
712	0.1697203315
713	0.1696246253
714	0.1694550501
715	0.1693829384
716	0.169291348
717	0.169136514
718	0.1690014621
719	0.1689173356
720	0.1687468952
721	0.1686255884
722	0.1684977422
723	0.168407013
724	0.1682899862
725	0.1681997351
726	0.1680891127
727	0.1679683727
728	0.1678946086
729	0.1677511041
730	0.1676145918
731	0.1674706292
732	0.1672818077
733	0.1671250264
734	0.166933153
735	0.16675502
736	0.1665256385
737	0.1664141786
738	0.1662497048
739	0.1661493235
740	0.1660618159
741	0.1660002554
742	0.1659434602
743	0.1658306166
744	0.1657563543
745	0.1655880796
746	0.1654690129
747	0.1653359344
748	0.1652649142
749	0.1651692216
750	0.1650619818
751	0.1649373611
752	0.1648260074
753	0.1646921099
754	0.1646043888
755	0.1644585091
756	0.164370394
757	0.1642540962
758	0.1641656032
759	0.1639717644
760	0.1637858146
761	0.1636559369
762	0.1635857551
763	0.1635192603
764	0.1634368438
765	0.1633252671
766	0.1631310307
767	0.1630626652
768	0.1629205236
769	0.162835482
770	0.1626866169
771	0.1625874852
772	0.1624560594
773	0.1622769279
774	0.1622085941
775	0.1621005784
776	0.1619285534
777	0.1617414803
778	0.1616482077
779	0.1615040741
780	0.1614072803
781	0.161329663
782	0.1612114169
783	0.1610884292
784	0.1609571212
785	0.1608478103
786	0.1606828517
787	0.1605765473
788	0.1603783873
789	0.1602731604
790	0.160141817
791	0.1600719533
792	0.1599341516
793	0.1598057315
794	0.1596996551
795	0.1595459799
796	0.1594090804
797	0.1592383743
798	0.1591062689
799	0.158979943
800	0.1588505723
801	0.1587644459
802	0.1587014843
803	0.1585760231
804	0.1584273513
805	0.1583367156
806	0.1582286982
807	0.1580788686
808	0.1579460942
809	0.1578348199
810	0.1577278246
811	0.1576172459
812	0.1574769691
813	0.1573478056
814	0.1572415455
815	0.1570724692
816	0.1569840852
817	0.1568652698
818	0.15677183
819	0.1566725145
820	0.1564995843
821	0.1564028404
822	0.1562981018
823	0.1561407777
824	0.1560231841
825	0.155848594
826	0.1557962865
827	0.1557289077
828	0.1556823891
829	0.1555584347
830	0.1554592327
831	0.1553777485
832	0.1552472161
833	0.1551443947
834	0.1550768157
835	0.1549463638
836	0.154882917
837	0.1548047769
838	0.1546835843
839	0.1545718109
840	0.154501775
841	0.1544198961
842	0.1542982145
843	0.1541913695
844	0.1541003963
845	0.1539894292
846	0.1538671805
847	0.1537689966
848	0.153705425
849	0.1535910683
850	0.1534774571
851	0.1534043031
852	0.1532690963
853	0.1531497987
854	0.1529602372
855	0.1528376391
856	0.1527590037
857	0.1526547166
858	0.1525780671
859	0.1525033623
860	0.1523873512
861	0.1522973899
862	0.1522013453
863	0.1521311672
864	0.1519994454
865	0.1518791361
866	0.1517214741
867	0.15166347
868	0.1515632909
869	0.1514905989
870	0.1513867277
871	0.1512798856
872	0.1511771123
873	0.151094073
874	0.1509806553
875	0.1508462386
876	0.1507443782
877	0.1506723835
878	0.1506001697
879	0.1505241899
880	0.1504149112
881	0.1502714423
882	0.1502275351
883	0.1501365005
884	0.1500478121
885	0.1499511476
886	0.149876241
887	0.1497513384
888	0.1496648215
889	0.1495789527
890	0.1494419474
891	0.1492824599
892	0.149187657
893	0.1491000989
894	0.1489821112
895	0.1488821254
896	0.1487923971
897	0.1486800107
898	0.1485351601
899	0.1484508432
900	0.1483953959
901	0.1482776539
902	0.148145014
903	0.1480575415
904	0.147897765
905	0.1477272548
906	0.147598851
907	0.1474949534
908	0.1473676539
909	0.147252806
910	0.1471611957
911	0.1470416542
912	0.146913208
913	0.1467880431
914	0.1466914812
915	0.1465896835
916	0.1464453214
917	0.1463127884
918	0.1462366166
919	0.1461542931
920	0.1460840268
921	0.1459342426
922	0.1458128347
923	0.145705293
924	0.1455733775
925	0.1454767693
926	0.1453785824
927	0.1452482114
928	0.1451729087
929	0.1450265834
930	0.1448812444
931	0.1447664753
932	0.1446268842
933	0.1445373863
934	0.144435617
935	0.1443488169
936	0.1442763612
937	0.144198781
938	0.1440729225
939	0.1439298189
940	0.1438426905
941	0.1436511823
942	0.1435158472
943	0.1434205377
944	0.1433483798
945	0.1432592283
946	0.1431836511
947	0.1430729874
948	0.1429790501
949	0.1428080094
950	0.1427012532
951	0.1425575928
952	0.1424555101
953	0.1423307605
954	0.1422284743
955	0.1421184712
956	0.1419590054
957	0.1418272105
958	0.1417252955
959	0.1416285825
960	0.141523303
961	0.1414361832
962	0.1413174761
963	0.1412455095
964	0.1411661583
965	0.1410174209
966	0.1409012859
967	0.1408047109
968	0.1406969665
969	0.1405725673
970	0.1404828802
971	0.1403695093
972	0.1402965358
973	0.1402307317
974	0.1400822069
975	0.1399799454
976	0.1398964234
977	0.1398077977
978	0.1397050843
979	0.1396237252
980	0.1395084573
981	0.1394168823
982	0.1393469493
983	0.1392392542
984	0.1391570259
985	0.1390447824
986	0.1389765098
987	0.1389082945
988	0.1388306193
989	0.138716502
990	0.1386023043
991	0.1385228884
992	0.1384110395
993	0.1383152759
994	0.1382304019
995	0.1381384546
996	0.1380375798
997	0.1379591931
998	0.1378655033
999	0.1377993409
